LEI,Entity.LegalName,Entity.LegalAddress.City,Entity.LegalAddress.Country,Registration.RegistrationStatus
0292006412A6M4ZC0G62,BEVPAK (NIGERIA) LIMITED,LAGOS,NG,ISSUED
0292006428H5R2V9I713,TRAXPORT RAIL SERVICES LIMITED,LAGOS,NG,ISSUED
0292006430H7L9YA7H39,CORONATION SECURITIES LIMITED,LAGOS,NG,ISSUED
0292006448A6R1Y4I060,AZTRAN LIMITED,LEKKI,NG,ISSUED
0292006458A6Q4X0I096,ZICHIS AGRO-ALLIED INDUSTRIES PLC,KETU,NG,ISSUED
0292006462A4Q5C3C096,ELEKTRON FINANCE SPV PLC,LAGOS,NG,ISSUED
0292006470A0K1DA0A16,INDORAMA PET (NIGERIA) LIMITED,PORT-HARCOURT,NG,ISSUED
0292006482B0R2CC1A38,EC ASSOCIATES LTD,JAHI,NG,ISSUED
029200648E6L8VI4G586,SKYE BANK PLC,LAGOS,NG,LAPSED
0292006492C0Q7V5C287,ALPHA10 FUND MANAGEMENT LIMITED,ABUJA,NG,ISSUED
0292006506J2O5G9C721,NNPC GAS INFRASTRUCTURE COMPANY LIMITED,WARRI,NG,ISSUED
029200650F2L8WA5C537,SFS CAPITAL NIGERIA LIMITED,LAGOS,NG,ISSUED
0292006511B5K8U6B171,FAT BEEHIVE NIGERIA LIMITED,LAGOS,NG,ISSUED
0292006526C7Q5UG2H53,ARIOSH LTD,VICTORIA ISLAND,NG,ISSUED
0292006532D5N9WC3F84,GOLDENBRIDGE STOCKBROKERS LIMITED,ABUJA,NG,ISSUED
0292006548G9T2X7I649,ROYAL HORIZON IMPORT AND EXPORT LTD,LAGOS,NG,ISSUED
0292006558F4S6U6I560,SPRINGHILL CAPITAL LIMITED,LEKKI,NG,ISSUED
0292006563B8Q6BD1I39,WONDERPACK INDUSTRIES LIMITED,SANGO OTA,NG,ISSUED
0292006576F9L7G5J564,GEEPEE INDUSTRIES (NIGERIA) LTD,SANGO OTA,NG,ISSUED
0292006588J7Q7Z8I949,DEAL-ER-US LIMITED,LEKKI,NG,ISSUED
0292006596A8M6UG0I67,WACOT LIMITED,ILUPEJU,NG,ISSUED
0292006608E6L9B6I495,WEST AFRICAN CUBES LIMITED,ILUPEJU,NG,ISSUED
0292006618E9L9B4I421,RELIANCE CAPITAL LIMITED,IKEJA,NG,ISSUED
0292006627A1SH0B9793,NITROX INDUSTRIAL GASES PLC,MUSHIN,NG,ISSUED
0292006638J4T8W5I907,OGR ASSET MANAGEMENT LIMITED,LEKKI,NG,ISSUED
029200663B7M4CD1H644,TRANSNATIONAL CORPORATION OF NIGERIA PLC,LAGOS,NG,ISSUED
0292006648D0M6U8I396,FMDQ CLEAR LIMITED,VICTORIA ISLAND,NG,ISSUED
0292006655E1O3XF4B75,BANKERS WAREHOUSE LIMITED,VICTORIA ISLAND,NG,ISSUED
0292006663J7S6A3D978,DANE ASSET MANAGEMENT LIMITED,LAGOS,NG,ISSUED
0292006672A1L7D5C034,SKYMARK PARTNERS INVESTMENT MANAGEMENT LIMITED,LEKKI,NG,ISSUED
0292006681C1S9Z4B232,FINSERVE IDB LIMITED,VICTORIA ISLAND,NG,ISSUED
0292006698J8T5U6I921,PAYAZA AFRICA LIMITED,VICTORIA ISLAND,NG,ISSUED
0292006702E7O7W2C488,PARTHIAN PENSIONS LIMITED,VICTORIA ISLAND,NG,ISSUED
0292006718F4L7I5E531,COLEMAN TECHNICAL INDUSTRIES LIMITED,MOWE,NG,ISSUED
0292006722B8O1XC1I09,T-PLUS INVESTMENT LIMITED,IKEJA,NG,ISSUED
0292006731F2O1CB5C57,HEIRS HOLDINGS LIMITED,LAGOS,NG,ISSUED
0292006740B5P1UA1F08,HH CAPITAL LIMITED,LAGOS,NG,ISSUED
0292006752E3Q7D0C423,FSL REGISTRARS LIMITED,VICTORIA ISLAND,NG,ISSUED
0292006768F0N2D0I546,CORDROS ADVISORY SERVICES LIMITED,IKOYI,NG,ISSUED
0292006770D1M2B7A330,DECAREALMS LIMITED,MAGODO,NG,ISSUED
029200677A5PH0F77A63,BOC GASES NIGERIA PLC,LAGOS,NG,LAPSED
0292006783J5D9F3J594,PZ CUSSONS NIGERIA PLC,ILUPEJU,NG,ISSUED
0292006793J1T3B7D924,MCM FUNDING SPV PLC,VICTORIA ISLAND,NG,ISSUED
0292006811B9T5V4B152,VNL CAPITAL ASSET MANAGEMENT LIMITED,VICTORIA ISLAND,NG,ISSUED
0292006821F7S9A3B575,CALIFONIA EMPORIUM LIMITED,BENIN,NG,ISSUED
0292006832A6M7BC0G53,DANGOTE FERTILISER LIMITED,IKOYI,NG,ISSUED
0292006843J6M7X9D978,VROSK ENERGIES LTD,LEKKI,NG,ISSUED
029200697A0R1BH0A835,DANGOTE CEMENT PLC,LAGOS,NG,ISSUED
029200708A0O2I0A7C88,IKEJA HOTEL PLC,LAGOS,NG,ISSUED
029200711C4S4CB2E982,SEPLAT ENERGY PLC,LAGOS,NG,ISSUED
029200720E3M3A4D6D01,UNITY BANK PLC,LAGOS,NG,ANNULLED
029200738G7T8AI6H992,DIAMOND BANK PLC,LAGOS,NG,RETIRED
029200743B1R2D1B8C05,EKOCORP PLC,LAGOS,NG,LAPSED
029200758D5M0AI3F601,AXA MANSARD INSURANCE PLC,LAGOS,NG,ANNULLED
029200763B3Q6DD1D827,COMPUTER WAREHOUSE GROUP PLC,LAGOS,NG,LAPSED
029200778C1OI2B78C59,MORISON INDUSTRIES PLC,LAGOS,NG,LAPSED
029200787G9S4BH6J921,MUTUAL BENEFITS ASSURANCE PLC,LAGOS,NG,ISSUED
029200795A3T7F0D9H42,STANDARD ALLIANCE INSURANCE PLC,LAGOS,NG,LAPSED
029200807D9MH3J67D65,STERLING BANK PLC,LAGOS,NG,ISSUED
029200816A0T3G0A9D55,OKOMU OIL PALM COMPANY PLC,EDO,NG,ISSUED
029200820E8TA4I90E33,NORTHERN NIGERIA FLOUR MILLS PLC,KANO,NG,LAPSED
029200834F0E5A4F0E13,MAY BAKER NIGERIA PLC,LAGOS,NG,LAPSED
029200840G5MA6F60G17,INTERNATIONAL BREWERIES PLC,IKOYI,NG,LAPSED
029200853F4O4D5E7E34,EQUITY ASSURANCE PLC,LAGOS,NG,LAPSED
029200866E6T1G4G9B84,ELLAH LAKES PLC,PORT HARCOURT,NG,ISSUED
029200877B9T0UH1J916,ABC TRANSPORT PLC,OWERRI,NG,ISSUED
029200886B7M1G1H6B61,LASACO ASSURANCE PLC,LAGOS,NG,ISSUED
029200894A3T8E0D9I41,CUTIX PLC,NNEWI,NG,ANNULLED
029200894A3T8E0D9I44,CUTIX PLC,NNEWI,NG,ISSUED
029200901H6QB7G81H81,GLAXOSMITHKLINE CONSUMER NIGERIA PLC,LAGOS,NG,LAPSED
029200917H6Q4H7G8E08,SIGMA SECURITIES LIMITED,IKOYI,NG,LAPSED
029200926B8S2WG1I993,VALMON SECURITIES LIMITED,AJELE,NG,LAPSED
029200935H6T5YF7G932,MOUNTAIN INVESTMENT AND SECURITIES LIMITED,LAGOS,NG,LAPSED
029200944A2K5AE0C564,REGENCY ASSETS MANAGEMENT LIMITED,IKOYI LAGOS,NG,LAPSED
029200957H8L6WH7I547,REWARD INVESTMENTS SERVICIES LIMITED,LAGOS,NG,LAPSED
029200963J4S0D9E9A46,INTERSTATE SECURITIES LIMITED,IKOYI LAGOS,NG,LAPSED
029200977F4P2X9H5E60,ANCHORIA INVESTMENT AND SECURITIES LTD,LAGOS,NG,ISSUED
029200983C2P2VD2C770,CHAPEL HILL DENHAM SECURITIES LIMITED,IKOYI,NG,LAPSED
029200998D9N8AI3J664,FIDELITY SECURITIES LIMITED,LAGOS,NG,LAPSED
02CBKVAOND0BEIOF0V84,City National Corporation,Wilmington,US,RETIRED
02HN8WR90OFP8A0GSE50,MASTER LARGE CAP SERIES LLC - Master Advantage Large Cap Core Portfolio,WILMINGTON,US,LAPSED
02JFKI50Z1PQKZJVHI20,DRYDEN ARIZONA REINSURANCE TERM COMPANY,PHOENIX,US,RETIRED
02OVFKVXK48HKEH2QS85,Bently Nevada Sweden AB,Stockholm,SE,ISSUED
02Q37D0NZ4LRWNCY0996,"AVENUE CAPITAL MANAGEMENT II, L.P.",DOVER,US,ISSUED
02S2RPPVO9RP4NEU2740,Reynolds American Inc.,Raleigh,US,ISSUED
02UPBR7F2V7VU66AMC63,WORLD PROJECTS CORPORATION,BENICIA,US,LAPSED
02VFQXG2D1LR5ZH3K186,"NOBLE ENERGY, INC.",WILMINGTON,US,LAPSED
02W0Q0TGX6QQSRQ9IA54,"D. E. SHAW PLASMA PORTFOLIOS, L.L.C.",WILMINGTON,US,ISSUED
02WOK06Q485O55VORD93,"Black Stone Natural Resources II, L.P.",Wilmington,US,LAPSED
03026FQTQRJ0JSTBI779,ProShares UltraPro QQQ,WILMINGTON,US,ISSUED
031K640IPWCPFDXYCT54,CELGENE LOGISTICS SÀRL,BOUDRY,CH,LAPSED
031QX0KBEHZ8H4UOZA83,DELL INDIA PRIVATE LIMITED,BANGALORE,IN,LAPSED
034QZHP746ZKU4ZJOQ15,"KESTREL FUND, L.P.",DALLAS,US,LAPSED
037GETVS7WPFMPPA7255,AQR R.C. EQUITY AUSTRALIA FUND,Sydney,AU,RETIRED
03D0JEWFDFUS0SEEKG89,"TD Bank, National Association",Wilmington,US,ISSUED
03DZ35VFRGD62UKLL347,Select Bond Portfolio,BALTIMORE,US,ISSUED
03EINY24LQ6IXW124R72,THE BARCLAYS BANK UK RETIREMENT FUND - BARCLAYS BANK SECTION,LONDON,GB,ISSUED
03FSXRFCLY2D7WBG1D35,"MONDRIAN GLOBAL DEBT OPPORTUNITIES FUND, L.P.",WILMINGTON,US,ISSUED
03GPXCXVQD9Q6VGOXH71,"Jen-Tex Delis, Inc.",DALLAS,US,LAPSED
03HIFFV5LBCCS2H8ZB47,JNL/PIMCO INVESTMENT GRADE CREDIT BOND FUND,BOSTON,US,ISSUED
03JPEAAH2EXGWQALON23,Connecticut & K Associates LLC,Washington,US,LAPSED
03L7Q0KIHFQXHO0DKZ47,PIMCO RealEstatePLUS Collective Trust,Oaks,US,ISSUED
03P54FSI5G2DPST5NZ10,PACCAR PARTS MEXICO SA DE CV,Mexicali,MX,ISSUED
03PCBBJJTWTLWTMM8Q51,THE SEI FUNDAMENTAL U.K. EQUITY FUND,DUBLIN,IE,LAPSED
03ZYD0DYMXT2EY34WC39,Tigris Investment Holdings GP LLC,Wilmington,US,LAPSED
041IN8UC0WSUI58P8Q64,ADMINISTRADORA DE FONDOS DE PENSIONES CAPITAL S.A.,Santiago,CL,ISSUED
043NKOKWBKLYFE6S8782,Wellington Global Research Equity Fund (Australia),Sydney,AU,LAPSED
046D4BUOG9BMC7Z87B50,GARD COMMON CONTRACTUAL FUND - GARD GLOBAL CREDIT BOND FUND II,DUBLIN,IE,LAPSED
046IHU62X7U7FZ7HTU25,EMC INTERNATIONAL COMPANY,DUBLIN,IE,LAPSED
046O6TMWQL1ZGIOZ2T52,GLOBAL COMMODITY OPPORTUNITY MASTER FUND LTD.,George Town,KY,RETIRED
047O0L54B6IGCP151410,Laurion Capital Global Markets Master Fund Ltd.,Camana Bay,KY,LAPSED
04CWX5B099AKRYTY4096,GIA TECHNOLOGY KORLÁTOLT FELELŐSSÉGŰ TÁRSASÁG,BUDAPEST,HU,RETIRED
04EEB871XLHVNY4RZJ65,"CLOUD SOFTWARE GROUP, INC.",WILMINGTON,US,ISSUED
04HT12480O5245NFBQ25,"BROADBILL PARTNERS, L.P.",DOVER,US,LAPSED
04IA13ASVVY10YTJQI69,"DKF TRADING PARTNERS, L.L.C.",WILMINGTON,US,LAPSED
04IRTO64BXUIJJIKQY48,Drawbridge Global Macro Master Fund Ltd,George Town,KY,LAPSED
04JRHFZC35VTDROHZ755,GE Financing (Luxembourg) S.à r.l.,Luxembourg,LU,RETIRED
04L0CECKGPV6MIVEH709,"DISCOVERY GLOBAL OPPORTUNITY MASTER FUND, LTD.",GRAND CAYMAN,KY,ISSUED
04M1WKMGBGN5CLB3LW62,CS Investment Funds 14 - Credit Suisse (Lux) Inflation Linked USD Bond Fund,Luxembourg,LU,RETIRED
04N6BH2GW8URDY0AK302,GOLDMAN SACHS US EQUITY ESG PORTFOLIO,Luxembourg,LU,ISSUED
04VK4ASM6OJ180YRBJ15,SNAP-ON FINANCE B.V.,HELMOND,NL,ISSUED
04VNNFHPO6602KFJY821,"S & L TRAVEL PARTNERS, INC.",Aspen,US,ISSUED
04Y1L40RYNUCL020XS57,"Western Refining, Inc.",Wilmington,US,LAPSED
05193FL0UGS0OOOEL607,Map 98 Segregated Portfolio,George Town,KY,ISSUED
0552JIREPRY5ZIETIM08,FIRST ALLMERICA FINANCIAL LIFE INSURANCE COMPANY,BOSTON,US,ISSUED
05B6OC1W7N8NJQRIYS63,JANUS HENDERSON CONTRARIAN FUND,DENVER,US,ISSUED
05BPHY57BRZ28M05ST85,JPMorgan Global Allocation Fund,WILMINGTON,US,ISSUED
05CVWFXUBMG7EFUV7D43,Russell Investments Tax-Managed US Equity Class,Toronto,CA,ISSUED
05FRZ5S6CVSNZDOGF659,"Ellington Mortgage Fund-SC, Ltd.",George Town,KY,LAPSED
05HIXILZR9I6ZE339Y86,AGF Income Focus Fund,Toronto,CA,LAPSED
05MOMHE4J6RYHPOO9T26,"CREDIT SUISSE CAYMAN COMMODITY FUND II, LTD.","George Town, Grand Cayman",KY,ISSUED
05MQKGBWLLX7RPPDO189,THE MARKETING STORE WORLDWIDE (EUROPE) LIMITED,LONDON,GB,LAPSED
05NYH65HUDFHD5XPKR75,Raytheon Deutschland GmbH,Freising,DE,ISSUED
05OE87VCYRDO6EZZ2Z53,"Rockwood Asset Management, LLC",Wilmington,US,LAPSED
05QPO0N3ERB8K0CJBG58,INVITROGEN EUROPE LIMITED,PAISLEY,GB,LAPSED
05RMF5N7PP1IHZRFDD14,Archview Master Fund Ltd,George Town,KY,LAPSED
05SSOLHUYKTCJEBMKZ67,"Samana Capital, L.P.",Wilmington,US,LAPSED
05SSS4SLZOFBX4WLVU11,John Hancock Variable Insurance Trust - Natural Resources Trust,Boston,US,RETIRED
05TJV8VF12222LPBUI84,"WALNUT CREEK ENERGY, LLC",WILMINGTON,US,ISSUED
05W1OTR5D135JJRIC043,VNT III EMP LP,WILMINGTON,US,ISSUED
05X4XTIQUX90G0J6KG34,BOND US PLUS,Luxembourg,LU,ISSUED
05XOXL7DW084I0I72F95,SIIT Long Duration Credit Fund,BOSTON,US,ISSUED
060UWZVLMIQQ1VIPTQ13,Empower Large Cap Value Fund,LUTHERVILLE,US,ISSUED
063SOIU7T76V6U4D1Z94,"65th Street Restaurant, LLC",New York,US,LAPSED
0663VZI72FH2V4Z5RM37,BENNELONG GLOBAL SPECIAL OPPORTUNITIES MASTER FUND LIMITED,ST HELIER,JE,RETIRED
066NOI0U7IYJ74KLTT11,LVIP American Balanced Allocation Fund,WILMINGTON,US,ISSUED
0677F7L8DTFEBS5RWE15,CARRINGGATE LIMITED,LONDON,GB,RETIRED
06BTX5UWZD0GQ5N5Y745,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORPORATION,WILMINGTON,US,ISSUED
06FDJUS8WLNCESCVCG06,Fidelity Advisor Floating Rate High Income Fund,BOSTON,US,ISSUED
06JL2IS555ICW019ZP63,UBS (Irl) Investor Selection PLC - UBS (Irl) Investor Selection - Equity Opportunity Long Short Fund,DUBLIN,IE,ISSUED
06KSTJGIB9JUMHFNX657,Wellington Trust Company - National Association Multiple Collective Investment Funds Trust - Select Mid Cap Value Portfolio,Boston,US,LAPSED
06KU4E8OYYQ4KKNYZC23,FIELDCORE SERVICE SOLUTIONS INTERNATIONAL LLC,WILMINGTON,US,ISSUED
06LJQCOVPRXOPDHFC707,Spire Missouri Inc.,SPRINGFIELD,US,ISSUED
06ZODLC132CY1O2Y7D77,OHIO POWER COMPANY,COLUMBUS,US,ISSUED
072O784W27PKY50VXR38,PioneerPath Capital Ltd.,George Town,KY,RETIRED
073EHGTNSD474BOQQY76,"GABRIEL ASSETS, LLC",DOVER,US,LAPSED
073LKXEKEP6T62NK2G42,CITI BANK UGANDA LIMITED,Kampala,UG,ISSUED
07BUS8UTTPW0D72K9M62,AQR Managed Futures Strategy Fund,DOVER,US,ISSUED
07E0OS324BS4YWEU6P89,Stone Tower CLO IV Ltd.,George Town,KY,RETIRED
07F5H7W3ET8ZLWNMFP29,STATE STREET GLOBAL ADVISORS EUROPE LIMITED,DUBLIN,IE,ISSUED
07KYHSXJ04RX22KFNC38,Paramount Global Master Trust,New York,US,ISSUED
07Q4EPZRU8XATVYVY545,NUVEEN MORTGAGE AND INCOME FUND,BOSTON,US,ISSUED
07ROV40HIZGU2Q6OXJ58,Medical College of Virginia Hospitals Authority,Richmond,US,LAPSED
07U30JMO0W0YIMFFC542,PACIFIC LIFE FUND ADVISORS LLC,WILMINGTON,US,ISSUED
07ZEF3EIUGQW1EIF0X44,"BlackRock Credit Investors Master Fund II, L.P.",New York,US,LAPSED
080E55H05V3Q28TM0667,UltraEmerging Markets ProFund,WILMINGTON,US,ISSUED
080WHXIMIUN3VBNGBF81,FRANKLIN TEMPLETON GLOBAL TRUST - TEMPLETON GLOBAL CURRENCY FUND,WILMINGTON,US,RETIRED
086WPJWWOQ6KSLE0KJ22,Orange County Employees Retirement System,Santa Ana,US,ISSUED
087CRJBQBA7S94JX5553,"GENON ENERGY MANAGEMENT, LLC",WILMINGTON,US,ISSUED
08A3P7K45VMKSIACHJ27,GE WATER AND PROCESS TECHNOLOGIES COMPANY LIMITED,BANG PHLI,TH,LAPSED
08BZIW7S4NU6VLSVN005,Nomura International Core Equity Fund,WILMINGTON,US,ISSUED
08C2IQ0VM1B2PBTVHC56,"RED HAT, LLC",WILMINGTON,US,ISSUED
08HGTHG281BFQRFCD148,MFS South Carolina Municipal Bond Fund,BOSTON,US,ISSUED
08IRJODWFYBI7QWRGS31,Weyerhaeuser Company,TUMWATER,US,LAPSED
08J21IH6Q4W00ZCQXZ23,"GE HANGWEI MEDICAL SYSTEMS CO., LTD.",BEIJING,CN,ISSUED
08JWGI4PRM2SC1CRME29,"Sanford C. Bernstein Fund, Inc. - U.S. Government Short Duration Portfolio",Baltimore,US,LAPSED
08RI2FIP1DED1BHGKY41,ConocoPhillips Canada Funding Company II,Halifax,CA,RETIRED
08SI5FWHREFNH6HSDI41,"Sound Energy Partners, Inc.",Dover,US,LAPSED
08SV6QKXWVRNZ61BWT04,"Park South, L.L.C.",Metairie,US,LAPSED
08UAFFJ0HIGG08VL2Y15,"ANCHORAGE ILLIQUID OPPORTUNITIES OFFSHORE MASTER III, L.P.",GEORGE TOWN,KY,LAPSED
096L4QQUI0SCJPOJJE58,GS JAPAN FIXED INCOME PLUS MOTHER FUND,TOKYO,JP,LAPSED
097900BEF50000000472,VBRW s.r.o.,Hrochoť,SK,LAPSED
097900BEF50000000569,"Prvá stavebná sporiteľňa, a. s.",Bratislava,SK,ISSUED
097900BEFH0000000120,"SHIFT, a.s.",Bratislava-Staré Mesto,SK,LAPSED
097900BEFH0000000217,"Centrálny depozitár cenných papierov SR, a.s.",Bratislava,SK,ISSUED
097900BEGK0000000311,"DLHOPIS, o.c.p., a.s.",Bratislava,SK,RETIRED
097900BEGX0000000644,JPT Investment a.s. investičný fond s premenlivým základným imaním,Košice - mestská časť Sever,SK,ISSUED
097900BEH60000001674,"VÚB AM FLEXIBLE MAGNIFICA FUND, otvorený podielový fond VÚB Asset Management, správ. spol., a.s.",Bratislava 24,SK,RETIRED
097900BEHQ0000000743,"LETICIA INVESTMENT, a. s.",Bratislava - mestská časť Staré Mesto,SK,ISSUED
097900BEHQ0000000840,"Pro Diagnostic Group, a. s.",Bratislava,SK,LAPSED
097900BEHZ0000001466,"Slovalco, a.s.",Žiar nad Hronom,SK,ISSUED
097900BEJL0000001761,"IS - Industry Solutions, a.s.",Žilina,SK,ISSUED
097900BEJQ0000001904,FINANSOVA KASHTA BROKOM,Sofia,BG,LAPSED
097900BEJR0000002049,SLOVKORD Plus a.s.,Senica,SK,RETIRED
097900BEJX0000001852,"ZSE Energia, a.s.",Bratislava,SK,RETIRED
097900BEJX0000002143,"INDEX, indexový negarantovaný dôchodkový fond VÚB Generali dôchodková správcovská spoločnosť, a.s.",Bratislava,SK,ISSUED
097900BEJX0000002240,"KLASIK, dlhopisový garantovaný dôchodkový fond VÚB Generali dôchodková správcovská spoločnosť, a.s.",Bratislava,SK,ISSUED
097900BEJX0000002337,"SMART, inovatívny negarantovaný dôchodkový fond VÚB Generali dôchodková správcovská spoločnosť, a.s.",Bratislava,SK,ISSUED
097900BEJX0000002434,"PROFIT, akciový negarantovaný dôchodkový fond VÚB Generali dôchodková správcovská spoločnosť, a.s.",Bratislava,SK,ISSUED
097900BEJY0000002676,VEKOZ s.r.o.,Nižná Hutka,SK,RETIRED
097900BEJZ0000002530,"TATRA EXPERTISE, s.r.o.",Liptovský Mikuláš,SK,LAPSED
097900BEK30000004328,Magyar-Norvég Iroda és Design Center Korlátolt Felelősségű Társaság,Budapest,HU,ISSUED
097900BEK50000004521,"Group Cloud Solutions, s. r. o.",Bratislava,SK,RETIRED
097900BEK50000005394,"Regional Card Processing Centre, s. r. o.",Bratislava - mestská časť Staré Mesto,SK,LAPSED
097900BEK60000004666,"Tatra Residence, s.r.o.",Bratislava,SK,RETIRED
097900BEK60000004860,"Tatra-Leasing, s.r.o.",Bratislava,SK,ISSUED
097900BEK60000004957,"BA Development, s.r.o.",Bratislava,SK,LAPSED
097900BEK60000005054,"BA Development II., s.r.o.",Bratislava,SK,RETIRED
097900BEK60000005151,"Dúbravčice, s.r.o.",Bratislava,SK,LAPSED
097900BEK60000005248,"PRODEAL, a.s.",Bratislava,SK,RETIRED
097900BEKC0000002734,"BEVY - MRAMOR, spol. s r.o.",Bratislava,SK,RETIRED
097900BEKI0000003022,"AD REAL INVEST, s.r.o.",Bratislava,SK,ISSUED
097900BEKI0000003119,DD REAL INVEST a.s.,Bratislava,SK,ISSUED
097900BEKK0000002827,GRAIN EXPRESS SRL,ORADEA,RO,ISSUED
097900BEKP0000003358,"AEROSPOOL, spol. s r.o.",Prievidza,SK,LAPSED
097900BEKR0000004036,"IMEXIM TS, a.s.",Bratislava,SK,LAPSED
097900BEKX0000004227,TOTUS s.r.o. v likvidácii,Bratislava,SK,RETIRED
097900BEL10000005682,"Wüstenrot poisťovňa, a.s.",Bratislava - mestská časť Petržalka,SK,ISSUED
097900BEL10000005876,At The Base N.V.,Kampenhout,BE,LAPSED
097900BEL10000005973,"CONTINENTAL FILM, s.r.o.",Bratislava,SK,ISSUED
097900BELD0000004478,"Tatra Residence,a.s.",Bratislava,SK,LAPSED
097900BELD0000004769,"TL leasing, s.r.o.",Bratislava,SK,RETIRED
097900BELH0000001081,P13 Retail park s. r. o.,Bratislava-Ružinov,SK,LAPSED
097900BELH0000005446,"CAT - Z, s.r.o.",Orechová Potôň,SK,LAPSED
097900BELL0000005735,"BE Group Slovakia, s.r.o.",Michalovce,SK,LAPSED
097900BELS0000005586,"Wüstenrot stavebná sporiteľňa, a.s.",Bratislava - mestská časť Petržalka,SK,ISSUED
097900BEMB0000006078,Maltech Hungária Építőipari Szolgáltató és Kereskedelmi Korlátolt Felelősségű Társaság,Győr,HU,ISSUED
097900BEMJ0000006171,"Общество с ограниченной ответственностью ""МАТАДОР Аутомотив Рус""",Нижний Новгород,RU,LAPSED
097900BEMQ0000006410,"Asset Management Slovenskej sporiteľne, správ. spol., a.s.",Bratislava,SK,RETIRED
097900BEMQ0000006507,Vysoká škola manažmentu,Bratislava - mestská časť Petržalka,SK,ISSUED
097900BEMT0000006748,"HATU Capital, s.r.o.",Žilina,SK,LAPSED
097900BEMW0000006310,"ČSOB stavebná sporiteľňa, a.s.",Bratislava,SK,RETIRED
097900BEMW0000006989,"ODDO REAL, s.r.o.",Bratislava - Ružinov,SK,LAPSED
097900BEMX0000006649,"uab ""Singlis""",vilnius,LT,LAPSED
097900BEMX0000007037,R.P.M. s.r.o.,Prešov,SK,ISSUED
097900BFB00000007124,OFFICE PRO - TRUDON s.r.o.,Bardejov,SK,ISSUED
097900BFB00000008288,"MPEA, a. s.",Bratislava - mestská časť Staré Mesto,SK,LAPSED
097900BFB00000008385,"ORAVA retail, s. r. o.",Bratislava,SK,LAPSED
097900BFB00000008676,"PRONAR, spol. s r.o.",Zlaté Moravce,SK,ISSUED
097900BFB00000008773,"MATERASSO Slovakia, s.r.o.",Oravské Veselé,SK,ISSUED
097900BFB40000007898,"UniCredit Leasing Insurance Services, s. r. o.",Bratislava,SK,ISSUED
097900BFB40000008577,"Metalflex, s.r.o.",Banská Bystrica,SK,LAPSED
097900BFB40000009062,KOMATEQ a.s.,Revúca,SK,LAPSED
097900BFB40000009159,"VÚB Factoring, a.s.",Bratislava,SK,RETIRED
097900BFB40000009256,"Železničná spoločnosť Cargo Slovakia, a.s.",Bratislava - mestská časť Ružinov,SK,ISSUED
097900BFBJ0000007250,SAMOBORSKA BANKA dioničko društvo,Samobor,HR,ISSUED
097900BFBP0000007344,"Poľnonákup Galanta, a.s.",Sereď,SK,LAPSED
097900BFBV0000008117,NCT Ipari Elektronikai Kft.,Budapest,HU,LAPSED
097900BFBW0000007583,"UniCredit Broker, s. r. o.",Bratislava,SK,ISSUED
097900BFBW0000007680,"UniCredit Leasing Slovakia, a.s.",Bratislava,SK,ISSUED
097900BFBW0000007777,"UniCredit Fleet Management, s.r.o.",Bratislava,SK,ISSUED
097900BFBW0000007971,"INPROX Poprad, spol. s r.o.",Bratislava,SK,RETIRED
097900BFBW0000008068,"INPROX SR I., spol. s r.o.",Bratislava,SK,RETIRED
097900BFC00000020214,"AUTOSÚČIASTKY IMPORT - EXPORT, s.r.o.",Martin,SK,LAPSED
097900BFCC0000009483,"VÚB Leasing, a. s.",Bratislava,SK,RETIRED
097900BFCC0000009580,"Consumer Finance Holding, a.s.",Kežmarok,SK,RETIRED
097900BFCD0000008464,"BEP, s.r.o.",Košice,SK,ISSUED
097900BFCD0000008852,ŠNEGOŇ s.r.o.,Orechová Potôň,SK,LAPSED
097900BFCD0000009628,"BENESTRA, s. r. o.",Bratislava,SK,RETIRED
097900BFCD0000009725,"TEDA, a.s.",Bratislava,SK,RETIRED
097900BFCK0000009867,FITERMAN PHARMA SRL,IAȘI,RO,ISSUED
097900BFCN0000010884,Bike Mate s.r.o.,Senica,SK,ISSUED
097900BFCN0000010981,"Union poisťovňa, a. s.",Bratislava,SK,ISSUED
097900BFCN0000013891,TOWER s.r.o.,Košice,SK,ISSUED
097900BFCR0000011076,KONDELA s.r.o.,Tvrdošín,SK,ISSUED
097900BFCY0000018105,"BELUMI PUMPY, s.r.o.",Nové Zámky,SK,LAPSED
097900BFCZ0000013788,"ADANO, s.r.o.",Veľký Krtíš,SK,LAPSED
097900BFD00000023895,"Manz Slovakia, s. r. o.",Nové Mesto nad Váhom,SK,LAPSED
097900BFD10000023943,"Green Point Offices, a.s.",Bratislava,SK,LAPSED
097900BFDD0000020345,Podielnicke družstvo DUNAJ,Bratislava - Rusovce,SK,LAPSED
097900BFDE0000021363,"BAUREA, spol. s r.o.",Bratislava,SK,ISSUED
097900BFDE0000021460,"MicroStep, spol. s r.o.",Bratislava,SK,LAPSED
097900BFDE0000021848,"FeMaDa, s.r.o.",Papradno,SK,LAPSED
097900BFDR0000022084,"KOMUNÁLNA poisťovňa, a.s. Vienna Insurance Group",Bratislava,SK,ISSUED
097900BFDR0000022181,"K & K, spol. s r.o.",Kysucké Nové Mesto,SK,LAPSED
097900BFDR0000022278,HB REAVIS CONSTRUCTION UK LTD,London,GB,LAPSED
